Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_s
0 days 01:20:05.813000,ZHO,24,0 days 00:01:26.533000,12.0,1.0,,,0 days 00:00:30.799000,0 days 00:00:31.543000,0 days 00:00:24.191000,0 days 01:19:10.090000,0 days 01:19:41.633000,0 days 01:20:05.824000,267.0,231.0,248.0,301.0,False,MEDIUM,12.0,True,Alfa Romeo,0 days 01:18:39.280000,2022-07-31 13:19:39.658,1,16.0,False,,False,True,86.533
0 days 01:21:31.724000,ZHO,24,0 days 00:01:25.911000,13.0,1.0,,,0 days 00:00:30.506000,0 days 00:00:31.109000,0 days 00:00:24.296000,0 days 01:20:36.330000,0 days 01:21:07.439000,0 days 01:21:31.735000,265.0,230.0,241.0,302.0,False,MEDIUM,13.0,True,Alfa Romeo,0 days 01:20:05.813000,2022-07-31 13:21:06.191,1,15.0,False,,False,True,85.911
0 days 01:22:57.657000,ZHO,24,0 days 00:01:25.933000,14.0,1.0,,,0 days 00:00:30.674000,0 days 00:00:31.010000,0 days 00:00:24.249000,0 days 01:22:02.409000,0 days 01:22:33.419000,0 days 01:22:57.668000,,231.0,242.0,281.0,False,MEDIUM,14.0,True,Alfa Romeo,0 days 01:21:31.724000,2022-07-31 13:22:32.102,1,14.0,False,,False,True,85.933
0 days 01:24:23.319000,ZHO,24,0 days 00:01:25.662000,15.0,1.0,,,0 days 00:00:30.450000,0 days 00:00:31.125000,0 days 00:00:24.087000,0 days 01:23:28.118000,0 days 01:23:59.243000,0 days 01:24:23.330000,271.0,233.0,247.0,280.0,False,MEDIUM,15.0,True,Alfa Romeo,0 days 01:22:57.657000,2022-07-31 13:23:58.035,1,12.0,False,,False,True,85.662
0 days 01:25:48.564000,ZHO,24,0 days 00:01:25.245000,16.0,1.0,,,0 days 00:00:30.086000,0 days 00:00:31.202000,0 days 00:00:23.957000,0 days 01:24:53.416000,0 days 01:25:24.618000,0 days 01:25:48.575000,268.0,231.0,240.0,291.0,True,MEDIUM,16.0,True,Alfa Romeo,0 days 01:24:23.319000,2022-07-31 13:25:23.697,1,11.0,False,,False,True,85.245
0 days 01:27:14.021000,ZHO,24,0 days 00:01:25.457000,17.0,1.0,,,0 days 00:00:30.474000,0 days 00:00:31.045000,0 days 00:00:23.938000,0 days 01:26:19.049000,0 days 01:26:50.094000,0 days 01:27:14.032000,271.0,234.0,240.0,277.0,False,MEDIUM,17.0,True,Alfa Romeo,0 days 01:25:48.564000,2022-07-31 13:26:48.942,1,11.0,False,,False,True,85.457
0 days 01:28:39.946000,ZHO,24,0 days 00:01:25.925000,18.0,1.0,,,0 days 00:00:30.606000,0 days 00:00:31.214000,0 days 00:00:24.105000,0 days 01:27:44.638000,0 days 01:28:15.852000,0 days 01:28:39.957000,270.0,232.0,240.0,,False,MEDIUM,18.0,True,Alfa Romeo,0 days 01:27:14.021000,2022-07-31 13:28:14.399,1,11.0,False,,False,True,85.925
0 days 01:30:06.650000,ZHO,24,0 days 00:01:26.704000,19.0,1.0,,,0 days 00:00:30.693000,0 days 00:00:31.758000,0 days 00:00:24.253000,0 days 01:29:10.650000,0 days 01:29:42.408000,0 days 01:30:06.661000,,231.0,240.0,278.0,False,MEDIUM,19.0,True,Alfa Romeo,0 days 01:28:39.946000,2022-07-31 13:29:40.324,1,11.0,False,,False,True,86.704
0 days 01:31:33.370000,ZHO,24,0 days 00:01:26.720000,20.0,1.0,,,0 days 00:00:31.110000,0 days 00:00:31.419000,0 days 00:00:24.191000,0 days 01:30:37.771000,0 days 01:31:09.190000,0 days 01:31:33.381000,272.0,230.0,243.0,280.0,False,MEDIUM,20.0,True,Alfa Romeo,0 days 01:30:06.650000,2022-07-31 13:31:07.028,1,12.0,False,,False,True,86.72
0 days 01:33:00.100000,ZHO,24,0 days 00:01:26.730000,21.0,1.0,,,0 days 00:00:30.848000,0 days 00:00:31.516000,0 days 00:00:24.366000,0 days 01:32:04.229000,0 days 01:32:35.745000,0 days 01:33:00.111000,269.0,232.0,246.0,284.0,False,MEDIUM,21.0,True,Alfa Romeo,0 days 01:31:33.370000,2022-07-31 13:32:33.748,1,11.0,False,,False,True,86.73
0 days 01:34:25.938000,ZHO,24,0 days 00:01:25.838000,22.0,1.0,,,0 days 00:00:30.472000,0 days 00:00:31.185000,0 days 00:00:24.181000,0 days 01:33:30.583000,0 days 01:34:01.768000,0 days 01:34:25.949000,272.0,232.0,242.0,296.0,False,MEDIUM,22.0,True,Alfa Romeo,0 days 01:33:00.100000,2022-07-31 13:34:00.478,1,10.0,False,,False,True,85.838
0 days 01:35:51.550000,ZHO,24,0 days 00:01:25.612000,23.0,1.0,,,0 days 00:00:30.556000,0 days 00:00:31.056000,0 days 00:00:24,0 days 01:34:56.505000,0 days 01:35:27.561000,0 days 01:35:51.561000,270.0,233.0,240.0,278.0,False,MEDIUM,23.0,True,Alfa Romeo,0 days 01:34:25.938000,2022-07-31 13:35:26.316,1,10.0,False,,False,True,85.612
0 days 01:37:17.516000,ZHO,24,0 days 00:01:25.966000,24.0,1.0,,,0 days 00:00:30.484000,0 days 00:00:31.015000,0 days 00:00:24.467000,0 days 01:36:22.045000,0 days 01:36:53.060000,0 days 01:37:17.527000,271.0,233.0,241.0,280.0,False,MEDIUM,24.0,True,Alfa Romeo,0 days 01:35:51.550000,2022-07-31 13:36:51.928,1,9.0,False,,False,True,85.966
0 days 01:38:43.600000,ZHO,24,0 days 00:01:26.084000,25.0,1.0,,,0 days 00:00:30.491000,0 days 00:00:31.215000,0 days 00:00:24.378000,0 days 01:37:48.018000,0 days 01:38:19.233000,0 days 01:38:43.611000,269.0,232.0,240.0,278.0,False,MEDIUM,25.0,True,Alfa Romeo,0 days 01:37:17.516000,2022-07-31 13:38:17.894,1,9.0,False,,False,True,86.084
0 days 01:40:09.861000,ZHO,24,0 days 00:01:26.261000,26.0,1.0,,,0 days 00:00:30.497000,0 days 00:00:31.346000,0 days 00:00:24.418000,0 days 01:39:14.108000,0 days 01:39:45.454000,0 days 01:40:09.872000,272.0,230.0,238.0,279.0,False,MEDIUM,26.0,True,Alfa Romeo,0 days 01:38:43.600000,2022-07-31 13:39:43.978,1,8.0,False,,False,True,86.261
0 days 01:44:51.586000,ZHO,24,0 days 00:01:25.585000,29.0,2.0,,,0 days 00:00:30.841000,0 days 00:00:30.988000,0 days 00:00:23.756000,0 days 01:43:56.853000,0 days 01:44:27.841000,0 days 01:44:51.597000,265.0,234.0,241.0,275.0,False,HARD,2.0,True,Alfa Romeo,0 days 01:43:26.001000,2022-07-31 13:44:26.379,1,17.0,False,,False,True,85.585
0 days 01:46:16.469000,ZHO,24,0 days 00:01:24.883000,30.0,2.0,,,0 days 00:00:30.283000,0 days 00:00:30.647000,0 days 00:00:23.953000,0 days 01:45:21.880000,0 days 01:45:52.527000,0 days 01:46:16.480000,272.0,234.0,243.0,277.0,True,HARD,3.0,True,Alfa Romeo,0 days 01:44:51.586000,2022-07-31 13:45:51.964,1,17.0,False,,False,True,84.883
0 days 01:47:41.656000,ZHO,24,0 days 00:01:25.187000,31.0,2.0,,,0 days 00:00:30.443000,0 days 00:00:30.951000,0 days 00:00:23.793000,0 days 01:46:46.923000,0 days 01:47:17.874000,0 days 01:47:41.667000,271.0,235.0,243.0,280.0,False,HARD,4.0,True,Alfa Romeo,0 days 01:46:16.469000,2022-07-31 13:47:16.847,1,17.0,False,,False,True,85.187
0 days 01:49:06.659000,ZHO,24,0 days 00:01:25.003000,32.0,2.0,,,0 days 00:00:30.363000,0 days 00:00:30.748000,0 days 00:00:23.892000,0 days 01:48:12.030000,0 days 01:48:42.778000,0 days 01:49:06.670000,272.0,235.0,249.0,,False,HARD,5.0,True,Alfa Romeo,0 days 01:47:41.656000,2022-07-31 13:48:42.034,1,17.0,False,,False,True,85.003
0 days 01:50:32.139000,ZHO,24,0 days 00:01:25.480000,33.0,2.0,,,0 days 00:00:30.311000,0 days 00:00:31.159000,0 days 00:00:24.010000,0 days 01:49:36.981000,0 days 01:50:08.140000,0 days 01:50:32.150000,270.0,235.0,249.0,296.0,False,HARD,6.0,True,Alfa Romeo,0 days 01:49:06.659000,2022-07-31 13:50:07.037,1,16.0,False,,False,True,85.48
0 days 01:53:23.289000,ZHO,24,0 days 00:01:25.628000,35.0,2.0,,,0 days 00:00:30.154000,0 days 00:00:31.346000,0 days 00:00:24.128000,0 days 01:52:27.826000,0 days 01:52:59.172000,0 days 01:53:23.300000,270.0,235.0,247.0,294.0,False,HARD,8.0,True,Alfa Romeo,0 days 01:51:57.661000,2022-07-31 13:52:58.039,1,16.0,False,,False,True,85.628
0 days 01:54:48.402000,ZHO,24,0 days 00:01:25.113000,36.0,2.0,,,0 days 00:00:30.095000,0 days 00:00:31.142000,0 days 00:00:23.876000,0 days 01:53:53.395000,0 days 01:54:24.537000,0 days 01:54:48.413000,272.0,235.0,246.0,296.0,False,HARD,9.0,True,Alfa Romeo,0 days 01:53:23.289000,2022-07-31 13:54:23.667,1,16.0,False,,False,True,85.113
0 days 01:56:13.896000,ZHO,24,0 days 00:01:25.494000,37.0,2.0,,,0 days 00:00:30.425000,0 days 00:00:31.267000,0 days 00:00:23.802000,0 days 01:55:18.838000,0 days 01:55:50.105000,0 days 01:56:13.907000,,236.0,248.0,,False,HARD,10.0,True,Alfa Romeo,0 days 01:54:48.402000,2022-07-31 13:55:48.780,1,16.0,False,,False,True,85.494
0 days 01:57:39.222000,ZHO,24,0 days 00:01:25.326000,38.0,2.0,,,0 days 00:00:30.222000,0 days 00:00:31.089000,0 days 00:00:24.015000,0 days 01:56:44.129000,0 days 01:57:15.218000,0 days 01:57:39.233000,266.0,233.0,239.0,299.0,False,HARD,11.0,True,Alfa Romeo,0 days 01:56:13.896000,2022-07-31 13:57:14.274,1,15.0,False,,False,True,85.326
0 days 01:59:04.223000,ZHO,24,0 days 00:01:25.001000,39.0,2.0,,,0 days 00:00:30.373000,0 days 00:00:30.896000,0 days 00:00:23.732000,0 days 01:58:09.606000,0 days 01:58:40.502000,0 days 01:59:04.234000,,234.0,240.0,275.0,False,HARD,12.0,True,Alfa Romeo,0 days 01:57:39.222000,2022-07-31 13:58:39.600,1,15.0,False,,False,True,85.001
0 days 02:00:29.033000,ZHO,24,0 days 00:01:24.810000,40.0,2.0,,,0 days 00:00:30.299000,0 days 00:00:30.750000,0 days 00:00:23.761000,0 days 01:59:34.533000,0 days 02:00:05.283000,0 days 02:00:29.044000,270.0,232.0,240.0,274.0,True,HARD,13.0,True,Alfa Romeo,0 days 01:59:04.223000,2022-07-31 14:00:04.601,1,15.0,False,,False,True,84.81
0 days 02:03:19.250000,ZHO,24,0 days 00:01:25.126000,42.0,2.0,,,0 days 00:00:30.313000,0 days 00:00:31.023000,0 days 00:00:23.790000,0 days 02:02:24.448000,0 days 02:02:55.471000,0 days 02:03:19.261000,,235.0,240.0,274.0,False,HARD,15.0,True,Alfa Romeo,0 days 02:01:54.124000,2022-07-31 14:02:54.502,1,15.0,False,,False,True,85.126
0 days 02:04:44.303000,ZHO,24,0 days 00:01:25.053000,43.0,2.0,,,0 days 00:00:30.363000,0 days 00:00:30.841000,0 days 00:00:23.849000,0 days 02:03:49.624000,0 days 02:04:20.465000,0 days 02:04:44.314000,,235.0,241.0,,False,HARD,16.0,True,Alfa Romeo,0 days 02:03:19.250000,2022-07-31 14:04:19.628,1,15.0,False,,False,True,85.053
0 days 02:06:09.452000,ZHO,24,0 days 00:01:25.149000,44.0,2.0,,,0 days 00:00:30.319000,0 days 00:00:30.781000,0 days 00:00:24.049000,0 days 02:05:14.633000,0 days 02:05:45.414000,0 days 02:06:09.463000,,236.0,241.0,277.0,False,HARD,17.0,True,Alfa Romeo,0 days 02:04:44.303000,2022-07-31 14:05:44.681,1,15.0,False,,False,True,85.149
0 days 02:07:34.729000,ZHO,24,0 days 00:01:25.277000,45.0,2.0,,,0 days 00:00:30.363000,0 days 00:00:31.171000,0 days 00:00:23.743000,0 days 02:06:39.826000,0 days 02:07:10.997000,0 days 02:07:34.740000,268.0,235.0,240.0,276.0,False,HARD,18.0,True,Alfa Romeo,0 days 02:06:09.452000,2022-07-31 14:07:09.830,1,15.0,False,,False,True,85.277
0 days 02:08:59.996000,ZHO,24,0 days 00:01:25.267000,46.0,2.0,,,0 days 00:00:30.397000,0 days 00:00:31.040000,0 days 00:00:23.830000,0 days 02:08:05.137000,0 days 02:08:36.177000,0 days 02:09:00.007000,270.0,233.0,241.0,,False,HARD,19.0,True,Alfa Romeo,0 days 02:07:34.729000,2022-07-31 14:08:35.107,1,15.0,False,,False,True,85.267
0 days 02:13:24.125000,ZHO,24,0 days 00:01:27.221000,49.0,2.0,,,0 days 00:00:31.937000,0 days 00:00:31.149000,0 days 00:00:24.135000,0 days 02:12:28.852000,0 days 02:13:00.001000,0 days 02:13:24.136000,270.0,235.0,241.0,281.0,False,HARD,22.0,True,Alfa Romeo,0 days 02:11:56.904000,2022-07-31 14:12:57.282,1,14.0,False,,False,True,87.221
0 days 02:19:34.899000,ZHO,24,0 days 00:01:22.951000,53.0,3.0,,,0 days 00:00:29.849000,0 days 00:00:30.015000,0 days 00:00:23.087000,0 days 02:18:41.808000,0 days 02:19:11.823000,0 days 02:19:34.910000,267.0,238.0,243.0,276.0,True,SOFT,2.0,True,Alfa Romeo,0 days 02:18:11.948000,2022-07-31 14:19:12.326,1,19.0,False,,False,True,82.951
0 days 02:20:57.768000,ZHO,24,0 days 00:01:22.869000,54.0,3.0,,,0 days 00:00:29.924000,0 days 00:00:29.788000,0 days 00:00:23.157000,0 days 02:20:04.834000,0 days 02:20:34.622000,0 days 02:20:57.779000,268.0,239.0,242.0,,True,SOFT,3.0,True,Alfa Romeo,0 days 02:19:34.899000,2022-07-31 14:20:35.277,1,19.0,False,,False,True,82.869
0 days 02:22:20.046000,ZHO,24,0 days 00:01:22.278000,55.0,3.0,,,0 days 00:00:29.658000,0 days 00:00:29.708000,0 days 00:00:22.912000,0 days 02:21:27.437000,0 days 02:21:57.145000,0 days 02:22:20.057000,269.0,239.0,245.0,278.0,True,SOFT,4.0,True,Alfa Romeo,0 days 02:20:57.768000,2022-07-31 14:21:58.146,1,19.0,False,,False,True,82.278
0 days 02:23:42.537000,ZHO,24,0 days 00:01:22.491000,56.0,3.0,,,0 days 00:00:29.692000,0 days 00:00:29.717000,0 days 00:00:23.082000,0 days 02:22:49.749000,0 days 02:23:19.466000,0 days 02:23:42.548000,,239.0,243.0,,False,SOFT,5.0,True,Alfa Romeo,0 days 02:22:20.046000,2022-07-31 14:23:20.424,1,18.0,False,,False,True,82.491
0 days 02:25:04.895000,ZHO,24,0 days 00:01:22.358000,57.0,3.0,,,0 days 00:00:29.594000,0 days 00:00:29.674000,0 days 00:00:23.090000,0 days 02:24:12.142000,0 days 02:24:41.816000,0 days 02:25:04.906000,,241.0,252.0,,False,SOFT,6.0,True,Alfa Romeo,0 days 02:23:42.537000,2022-07-31 14:24:42.915,1,18.0,False,,False,True,82.358
0 days 02:26:26.924000,ZHO,24,0 days 00:01:22.029000,58.0,3.0,,,0 days 00:00:29.424000,0 days 00:00:29.618000,0 days 00:00:22.987000,0 days 02:25:34.330000,0 days 02:26:03.948000,0 days 02:26:26.935000,267.0,243.0,242.0,299.0,True,SOFT,7.0,True,Alfa Romeo,0 days 02:25:04.895000,2022-07-31 14:26:05.273,1,17.0,False,,False,True,82.029
0 days 02:27:49.390000,ZHO,24,0 days 00:01:22.466000,59.0,3.0,,,0 days 00:00:29.766000,0 days 00:00:29.439000,0 days 00:00:23.261000,0 days 02:26:56.701000,0 days 02:27:26.140000,0 days 02:27:49.401000,268.0,242.0,243.0,277.0,False,SOFT,8.0,True,Alfa Romeo,0 days 02:26:26.924000,2022-07-31 14:27:27.302,1,17.0,False,,False,True,82.466
0 days 02:29:11.967000,ZHO,24,0 days 00:01:22.577000,60.0,3.0,,,0 days 00:00:29.793000,0 days 00:00:29.573000,0 days 00:00:23.211000,0 days 02:28:19.194000,0 days 02:28:48.767000,0 days 02:29:11.978000,271.0,244.0,244.0,,False,SOFT,9.0,True,Alfa Romeo,0 days 02:27:49.390000,2022-07-31 14:28:49.768,1,17.0,False,,False,True,82.577
0 days 02:30:35.257000,ZHO,24,0 days 00:01:23.290000,61.0,3.0,,,0 days 00:00:29.789000,0 days 00:00:29.861000,0 days 00:00:23.640000,0 days 02:29:41.767000,0 days 02:30:11.628000,0 days 02:30:35.268000,273.0,241.0,252.0,280.0,False,SOFT,10.0,True,Alfa Romeo,0 days 02:29:11.967000,2022-07-31 14:30:12.345,1,17.0,False,,False,True,83.29
0 days 02:31:57.456000,ZHO,24,0 days 00:01:22.199000,62.0,3.0,,,0 days 00:00:29.422000,0 days 00:00:29.706000,0 days 00:00:23.071000,0 days 02:31:04.690000,0 days 02:31:34.396000,0 days 02:31:57.467000,270.0,243.0,244.0,300.0,False,SOFT,11.0,True,Alfa Romeo,0 days 02:30:35.257000,2022-07-31 14:31:35.635,1,16.0,False,,False,True,82.199
0 days 02:33:19.921000,ZHO,24,0 days 00:01:22.465000,63.0,3.0,,,0 days 00:00:29.701000,0 days 00:00:29.576000,0 days 00:00:23.188000,0 days 02:32:27.168000,0 days 02:32:56.744000,0 days 02:33:19.932000,268.0,242.0,245.0,277.0,False,SOFT,12.0,True,Alfa Romeo,0 days 02:31:57.456000,2022-07-31 14:32:57.834,1,16.0,False,,False,True,82.465
0 days 02:34:42.192000,ZHO,24,0 days 00:01:22.271000,64.0,3.0,,,0 days 00:00:29.656000,0 days 00:00:29.401000,0 days 00:00:23.214000,0 days 02:33:49.588000,0 days 02:34:18.989000,0 days 02:34:42.203000,270.0,244.0,244.0,280.0,False,SOFT,13.0,True,Alfa Romeo,0 days 02:33:19.921000,2022-07-31 14:34:20.299,1,16.0,False,,False,True,82.271
0 days 02:36:05.024000,ZHO,24,0 days 00:01:22.832000,65.0,3.0,,,0 days 00:00:29.676000,0 days 00:00:29.717000,0 days 00:00:23.439000,0 days 02:35:11.879000,0 days 02:35:41.596000,0 days 02:36:05.035000,272.0,240.0,245.0,278.0,False,SOFT,14.0,True,Alfa Romeo,0 days 02:34:42.192000,2022-07-31 14:35:42.570,1,16.0,True,TRACK LIMITS AT TURN 4 LAP 65 ,False,True,82.832
0 days 01:08:33.713000,RIC,3,0 days 00:01:24.910000,4.0,1.0,,,0 days 00:00:30.116000,0 days 00:00:31.071000,0 days 00:00:23.723000,0 days 01:07:38.930000,0 days 01:08:10.001000,0 days 01:08:33.724000,277.0,233.0,248.0,298.0,True,SOFT,6.0,False,McLaren,0 days 01:07:08.803000,2022-07-31 13:08:09.181,1,11.0,False,,False,True,84.91
0 days 01:09:58.940000,RIC,3,0 days 00:01:25.227000,5.0,1.0,,,0 days 00:00:30.246000,0 days 00:00:31.230000,0 days 00:00:23.751000,0 days 01:09:03.970000,0 days 01:09:35.200000,0 days 01:09:58.951000,273.0,234.0,250.0,299.0,False,SOFT,7.0,False,McLaren,0 days 01:08:33.713000,2022-07-31 13:09:34.091,1,11.0,False,,False,True,85.227
0 days 01:11:24.554000,RIC,3,0 days 00:01:25.614000,6.0,1.0,,,0 days 00:00:30.707000,0 days 00:00:31.164000,0 days 00:00:23.743000,0 days 01:10:29.658000,0 days 01:11:00.822000,0 days 01:11:24.565000,265.0,234.0,248.0,300.0,False,SOFT,8.0,False,McLaren,0 days 01:09:58.940000,2022-07-31 13:10:59.318,1,10.0,False,,False,True,85.614
0 days 01:12:49.606000,RIC,3,0 days 00:01:25.052000,7.0,1.0,,,0 days 00:00:29.890000,0 days 00:00:31.171000,0 days 00:00:23.991000,0 days 01:11:54.455000,0 days 01:12:25.626000,0 days 01:12:49.617000,275.0,230.0,241.0,295.0,False,SOFT,9.0,False,McLaren,0 days 01:11:24.554000,2022-07-31 13:12:24.932,1,10.0,False,,False,True,85.052
0 days 01:14:15.127000,RIC,3,0 days 00:01:25.521000,8.0,1.0,,,0 days 00:00:30.409000,0 days 00:00:31.080000,0 days 00:00:24.032000,0 days 01:13:20.026000,0 days 01:13:51.106000,0 days 01:14:15.138000,,227.0,241.0,281.0,False,SOFT,10.0,False,McLaren,0 days 01:12:49.606000,2022-07-31 13:13:49.984,1,10.0,False,,False,True,85.521
0 days 01:15:40.643000,RIC,3,0 days 00:01:25.516000,9.0,1.0,,,0 days 00:00:30.463000,0 days 00:00:31.026000,0 days 00:00:24.027000,0 days 01:14:45.601000,0 days 01:15:16.627000,0 days 01:15:40.654000,,230.0,241.0,282.0,False,SOFT,11.0,False,McLaren,0 days 01:14:15.127000,2022-07-31 13:15:15.505,1,10.0,False,,False,True,85.516
0 days 01:17:06.317000,RIC,3,0 days 00:01:25.674000,10.0,1.0,,,0 days 00:00:30.387000,0 days 00:00:31.321000,0 days 00:00:23.966000,0 days 01:16:11.041000,0 days 01:16:42.362000,0 days 01:17:06.328000,,232.0,243.0,279.0,False,SOFT,12.0,False,McLaren,0 days 01:15:40.643000,2022-07-31 13:16:41.021,1,10.0,False,,False,True,85.674
0 days 01:18:32.123000,RIC,3,0 days 00:01:25.806000,11.0,1.0,,,0 days 00:00:30.318000,0 days 00:00:31.315000,0 days 00:00:24.173000,0 days 01:17:36.646000,0 days 01:18:07.961000,0 days 01:18:32.134000,,229.0,242.0,281.0,False,SOFT,13.0,False,McLaren,0 days 01:17:06.317000,2022-07-31 13:18:06.695,1,10.0,False,,False,True,85.806
0 days 01:19:57.948000,RIC,3,0 days 00:01:25.825000,12.0,1.0,,,0 days 00:00:30.444000,0 days 00:00:31.294000,0 days 00:00:24.087000,0 days 01:19:02.578000,0 days 01:19:33.872000,0 days 01:19:57.959000,274.0,230.0,242.0,280.0,False,SOFT,14.0,False,McLaren,0 days 01:18:32.123000,2022-07-31 13:19:32.501,1,10.0,False,,False,True,85.825
0 days 01:21:24.384000,RIC,3,0 days 00:01:26.436000,13.0,1.0,,,0 days 00:00:30.399000,0 days 00:00:31.502000,0 days 00:00:24.535000,0 days 01:20:28.358000,0 days 01:20:59.860000,0 days 01:21:24.395000,275.0,227.0,241.0,,False,SOFT,15.0,False,McLaren,0 days 01:19:57.948000,2022-07-31 13:20:58.326,1,10.0,False,,False,True,86.436
0 days 01:27:30.540000,RIC,3,0 days 00:01:24.437000,17.0,2.0,,,0 days 00:00:29.963000,0 days 00:00:30.735000,0 days 00:00:23.739000,0 days 01:26:36.077000,0 days 01:27:06.812000,0 days 01:27:30.551000,269.0,232.0,241.0,295.0,True,MEDIUM,2.0,True,McLaren,0 days 01:26:06.103000,2022-07-31 13:27:06.481,1,14.0,False,,False,True,84.437
0 days 01:28:55.069000,RIC,3,0 days 00:01:24.529000,18.0,2.0,,,0 days 00:00:30.181000,0 days 00:00:30.609000,0 days 00:00:23.739000,0 days 01:28:00.732000,0 days 01:28:31.341000,0 days 01:28:55.080000,275.0,234.0,241.0,274.0,False,MEDIUM,3.0,True,McLaren,0 days 01:27:30.540000,2022-07-31 13:28:30.918,1,14.0,False,,False,True,84.529
0 days 01:30:19.599000,RIC,3,0 days 00:01:24.530000,19.0,2.0,,,0 days 00:00:30.113000,0 days 00:00:30.665000,0 days 00:00:23.752000,0 days 01:29:25.193000,0 days 01:29:55.858000,0 days 01:30:19.610000,,234.0,243.0,276.0,False,MEDIUM,4.0,True,McLaren,0 days 01:28:55.069000,2022-07-31 13:29:55.447,1,13.0,False,,False,True,84.53
0 days 01:31:44.232000,RIC,3,0 days 00:01:24.633000,20.0,2.0,,,0 days 00:00:30.218000,0 days 00:00:30.689000,0 days 00:00:23.726000,0 days 01:30:49.828000,0 days 01:31:20.517000,0 days 01:31:44.243000,274.0,234.0,242.0,278.0,False,MEDIUM,5.0,True,McLaren,0 days 01:30:19.599000,2022-07-31 13:31:19.977,1,13.0,False,,False,True,84.633
0 days 01:33:08.682000,RIC,3,0 days 00:01:24.450000,21.0,2.0,,,0 days 00:00:30.247000,0 days 00:00:30.580000,0 days 00:00:23.623000,0 days 01:32:14.490000,0 days 01:32:45.070000,0 days 01:33:08.693000,275.0,235.0,242.0,,False,MEDIUM,6.0,True,McLaren,0 days 01:31:44.232000,2022-07-31 13:32:44.610,1,13.0,False,,False,True,84.45
0 days 01:34:33.424000,RIC,3,0 days 00:01:24.742000,22.0,2.0,,,0 days 00:00:30.131000,0 days 00:00:30.768000,0 days 00:00:23.843000,0 days 01:33:38.824000,0 days 01:34:09.592000,0 days 01:34:33.435000,278.0,235.0,250.0,279.0,False,MEDIUM,7.0,True,McLaren,0 days 01:33:08.682000,2022-07-31 13:34:09.060,1,12.0,False,,False,True,84.742
0 days 01:35:58.044000,RIC,3,0 days 00:01:24.620000,23.0,2.0,,,0 days 00:00:29.932000,0 days 00:00:30.987000,0 days 00:00:23.701000,0 days 01:35:03.367000,0 days 01:35:34.354000,0 days 01:35:58.055000,273.0,235.0,249.0,298.0,False,MEDIUM,8.0,True,McLaren,0 days 01:34:33.424000,2022-07-31 13:35:33.802,1,12.0,False,,False,True,84.62
0 days 01:37:22.792000,RIC,3,0 days 00:01:24.748000,24.0,2.0,,,0 days 00:00:30.083000,0 days 00:00:30.507000,0 days 00:00:24.158000,0 days 01:36:28.138000,0 days 01:36:58.645000,0 days 01:37:22.803000,269.0,237.0,243.0,300.0,False,MEDIUM,9.0,True,McLaren,0 days 01:35:58.044000,2022-07-31 13:36:58.422,1,10.0,False,,False,True,84.748
0 days 01:38:47.575000,RIC,3,0 days 00:01:24.783000,25.0,2.0,,,0 days 00:00:30.228000,0 days 00:00:30.692000,0 days 00:00:23.863000,0 days 01:37:53.031000,0 days 01:38:23.723000,0 days 01:38:47.586000,275.0,238.0,244.0,281.0,False,MEDIUM,10.0,True,McLaren,0 days 01:37:22.792000,2022-07-31 13:38:23.170,1,10.0,False,,False,True,84.783
0 days 01:40:12.288000,RIC,3,0 days 00:01:24.713000,26.0,2.0,,,0 days 00:00:30.184000,0 days 00:00:30.703000,0 days 00:00:23.826000,0 days 01:39:17.770000,0 days 01:39:48.473000,0 days 01:40:12.299000,276.0,233.0,242.0,,False,MEDIUM,11.0,True,McLaren,0 days 01:38:47.575000,2022-07-31 13:39:47.953,1,10.0,False,,False,True,84.713
0 days 01:41:37.112000,RIC,3,0 days 00:01:24.824000,27.0,2.0,,,0 days 00:00:30.301000,0 days 00:00:30.775000,0 days 00:00:23.748000,0 days 01:40:42.600000,0 days 01:41:13.375000,0 days 01:41:37.123000,277.0,235.0,242.0,,False,MEDIUM,12.0,True,McLaren,0 days 01:40:12.288000,2022-07-31 13:41:12.666,1,8.0,False,,False,True,84.824
0 days 01:43:01.853000,RIC,3,0 days 00:01:24.741000,28.0,2.0,,,0 days 00:00:30.177000,0 days 00:00:30.702000,0 days 00:00:23.862000,0 days 01:42:07.300000,0 days 01:42:38.002000,0 days 01:43:01.864000,275.0,235.0,243.0,277.0,False,MEDIUM,13.0,True,McLaren,0 days 01:41:37.112000,2022-07-31 13:42:37.490,1,8.0,False,,False,True,84.741
0 days 01:44:26.447000,RIC,3,0 days 00:01:24.594000,29.0,2.0,,,0 days 00:00:30.315000,0 days 00:00:30.523000,0 days 00:00:23.756000,0 days 01:43:32.179000,0 days 01:44:02.702000,0 days 01:44:26.458000,,237.0,241.0,278.0,False,MEDIUM,14.0,True,McLaren,0 days 01:43:01.853000,2022-07-31 13:44:02.231,1,8.0,False,,False,True,84.594
