Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 02:18:11.948000,ZHO,24,0 days 00:01:49.832000,52.0,3.0,0 days 02:16:48.647000,,0 days 00:00:55.709000,0 days 00:00:30.747000,0 days 00:00:23.376000,0 days 02:17:17.836000,0 days 02:17:48.583000,0 days 02:18:11.959000,265.0,237.0,242.0,,False,SOFT,1.0,True,Alfa Romeo,0 days 02:16:22.116000,2022-07-31 14:17:22.494,1,19.0,False,,False,False
0 days 02:19:34.899000,ZHO,24,0 days 00:01:22.951000,53.0,3.0,,,0 days 00:00:29.849000,0 days 00:00:30.015000,0 days 00:00:23.087000,0 days 02:18:41.808000,0 days 02:19:11.823000,0 days 02:19:34.910000,267.0,238.0,243.0,276.0,True,SOFT,2.0,True,Alfa Romeo,0 days 02:18:11.948000,2022-07-31 14:19:12.326,1,19.0,False,,False,True
0 days 02:20:57.768000,ZHO,24,0 days 00:01:22.869000,54.0,3.0,,,0 days 00:00:29.924000,0 days 00:00:29.788000,0 days 00:00:23.157000,0 days 02:20:04.834000,0 days 02:20:34.622000,0 days 02:20:57.779000,268.0,239.0,242.0,,True,SOFT,3.0,True,Alfa Romeo,0 days 02:19:34.899000,2022-07-31 14:20:35.277,1,19.0,False,,False,True
0 days 02:22:20.046000,ZHO,24,0 days 00:01:22.278000,55.0,3.0,,,0 days 00:00:29.658000,0 days 00:00:29.708000,0 days 00:00:22.912000,0 days 02:21:27.437000,0 days 02:21:57.145000,0 days 02:22:20.057000,269.0,239.0,245.0,278.0,True,SOFT,4.0,True,Alfa Romeo,0 days 02:20:57.768000,2022-07-31 14:21:58.146,1,19.0,False,,False,True
0 days 02:23:42.537000,ZHO,24,0 days 00:01:22.491000,56.0,3.0,,,0 days 00:00:29.692000,0 days 00:00:29.717000,0 days 00:00:23.082000,0 days 02:22:49.749000,0 days 02:23:19.466000,0 days 02:23:42.548000,,239.0,243.0,,False,SOFT,5.0,True,Alfa Romeo,0 days 02:22:20.046000,2022-07-31 14:23:20.424,1,18.0,False,,False,True
0 days 02:25:04.895000,ZHO,24,0 days 00:01:22.358000,57.0,3.0,,,0 days 00:00:29.594000,0 days 00:00:29.674000,0 days 00:00:23.090000,0 days 02:24:12.142000,0 days 02:24:41.816000,0 days 02:25:04.906000,,241.0,252.0,,False,SOFT,6.0,True,Alfa Romeo,0 days 02:23:42.537000,2022-07-31 14:24:42.915,1,18.0,False,,False,True
0 days 02:26:26.924000,ZHO,24,0 days 00:01:22.029000,58.0,3.0,,,0 days 00:00:29.424000,0 days 00:00:29.618000,0 days 00:00:22.987000,0 days 02:25:34.330000,0 days 02:26:03.948000,0 days 02:26:26.935000,267.0,243.0,242.0,299.0,True,SOFT,7.0,True,Alfa Romeo,0 days 02:25:04.895000,2022-07-31 14:26:05.273,1,17.0,False,,False,True
0 days 02:27:49.390000,ZHO,24,0 days 00:01:22.466000,59.0,3.0,,,0 days 00:00:29.766000,0 days 00:00:29.439000,0 days 00:00:23.261000,0 days 02:26:56.701000,0 days 02:27:26.140000,0 days 02:27:49.401000,268.0,242.0,243.0,277.0,False,SOFT,8.0,True,Alfa Romeo,0 days 02:26:26.924000,2022-07-31 14:27:27.302,1,17.0,False,,False,True
0 days 02:29:11.967000,ZHO,24,0 days 00:01:22.577000,60.0,3.0,,,0 days 00:00:29.793000,0 days 00:00:29.573000,0 days 00:00:23.211000,0 days 02:28:19.194000,0 days 02:28:48.767000,0 days 02:29:11.978000,271.0,244.0,244.0,,False,SOFT,9.0,True,Alfa Romeo,0 days 02:27:49.390000,2022-07-31 14:28:49.768,1,17.0,False,,False,True
0 days 02:30:35.257000,ZHO,24,0 days 00:01:23.290000,61.0,3.0,,,0 days 00:00:29.789000,0 days 00:00:29.861000,0 days 00:00:23.640000,0 days 02:29:41.767000,0 days 02:30:11.628000,0 days 02:30:35.268000,273.0,241.0,252.0,280.0,False,SOFT,10.0,True,Alfa Romeo,0 days 02:29:11.967000,2022-07-31 14:30:12.345,1,17.0,False,,False,True
0 days 02:31:57.456000,ZHO,24,0 days 00:01:22.199000,62.0,3.0,,,0 days 00:00:29.422000,0 days 00:00:29.706000,0 days 00:00:23.071000,0 days 02:31:04.690000,0 days 02:31:34.396000,0 days 02:31:57.467000,270.0,243.0,244.0,300.0,False,SOFT,11.0,True,Alfa Romeo,0 days 02:30:35.257000,2022-07-31 14:31:35.635,1,16.0,False,,False,True
0 days 02:33:19.921000,ZHO,24,0 days 00:01:22.465000,63.0,3.0,,,0 days 00:00:29.701000,0 days 00:00:29.576000,0 days 00:00:23.188000,0 days 02:32:27.168000,0 days 02:32:56.744000,0 days 02:33:19.932000,268.0,242.0,245.0,277.0,False,SOFT,12.0,True,Alfa Romeo,0 days 02:31:57.456000,2022-07-31 14:32:57.834,1,16.0,False,,False,True
0 days 02:34:42.192000,ZHO,24,0 days 00:01:22.271000,64.0,3.0,,,0 days 00:00:29.656000,0 days 00:00:29.401000,0 days 00:00:23.214000,0 days 02:33:49.588000,0 days 02:34:18.989000,0 days 02:34:42.203000,270.0,244.0,244.0,280.0,False,SOFT,13.0,True,Alfa Romeo,0 days 02:33:19.921000,2022-07-31 14:34:20.299,1,16.0,False,,False,True
0 days 02:36:05.024000,ZHO,24,0 days 00:01:22.832000,65.0,3.0,,,0 days 00:00:29.676000,0 days 00:00:29.717000,0 days 00:00:23.439000,0 days 02:35:11.879000,0 days 02:35:41.596000,0 days 02:36:05.035000,272.0,240.0,245.0,278.0,False,SOFT,14.0,True,Alfa Romeo,0 days 02:34:42.192000,2022-07-31 14:35:42.570,1,16.0,True,TRACK LIMITS AT TURN 4 LAP 65 ,False,True
0 days 02:37:28.664000,ZHO,24,0 days 00:01:23.640000,66.0,3.0,,,0 days 00:00:29.659000,0 days 00:00:30.325000,0 days 00:00:23.656000,0 days 02:36:34.694000,0 days 02:37:05.019000,0 days 02:37:28.675000,274.0,233.0,243.0,281.0,False,SOFT,15.0,True,Alfa Romeo,0 days 02:36:05.024000,2022-07-31 14:37:05.402,12,15.0,False,,False,True
0 days 02:39:18.023000,ZHO,24,0 days 00:01:49.359000,67.0,3.0,,,0 days 00:00:38.822000,0 days 00:00:39.343000,0 days 00:00:31.194000,0 days 02:38:07.497000,0 days 02:38:46.840000,0 days 02:39:18.034000,167.0,199.0,163.0,280.0,False,SOFT,16.0,True,Alfa Romeo,0 days 02:37:28.664000,2022-07-31 14:38:29.042,26,15.0,False,,False,False
0 days 02:40:51.214000,ZHO,24,0 days 00:01:33.191000,68.0,3.0,,,0 days 00:00:36.945000,0 days 00:00:31.956000,0 days 00:00:24.290000,0 days 02:39:54.979000,0 days 02:40:26.935000,0 days 02:40:51.225000,270.0,236.0,246.0,161.0,False,SOFT,17.0,True,Alfa Romeo,0 days 02:39:18.023000,2022-07-31 14:40:18.401,671,15.0,False,,False,False
0 days 02:42:19.181000,ZHO,24,0 days 00:01:27.967000,69.0,3.0,,,0 days 00:00:30.875000,0 days 00:00:31.774000,0 days 00:00:25.318000,0 days 02:41:22.100000,0 days 02:41:53.874000,0 days 02:42:19.192000,264.0,226.0,242.0,285.0,False,SOFT,18.0,True,Alfa Romeo,0 days 02:40:51.214000,2022-07-31 14:41:51.592,1,14.0,True,TRACK LIMITS AT TURN 13 LAP 69 ,False,True
0 days 01:03:47.943000,RIC,3,,1.0,1.0,,,,0 days 00:00:33.375000,0 days 00:00:30.519000,,0 days 01:03:17.562000,0 days 01:03:48.075000,235.0,226.0,80.0,257.0,False,SOFT,3.0,False,McLaren,0 days 01:02:05.807000,2022-07-31 13:03:06.185,126,11.0,False,,False,False
0 days 01:05:41.470000,RIC,3,0 days 00:01:53.527000,2.0,1.0,,,0 days 00:00:47.947000,0 days 00:00:33.555000,0 days 00:00:32.025000,0 days 01:04:35.901000,0 days 01:05:09.456000,0 days 01:05:41.481000,241.0,214.0,201.0,119.0,True,SOFT,4.0,False,McLaren,0 days 01:03:47.943000,2022-07-31 13:04:48.321,6,11.0,False,,False,False
0 days 01:07:08.803000,RIC,3,0 days 00:01:27.333000,3.0,1.0,,,0 days 00:00:32.215000,0 days 00:00:31.163000,0 days 00:00:23.955000,0 days 01:06:13.696000,0 days 01:06:44.859000,0 days 01:07:08.814000,276.0,233.0,250.0,256.0,True,SOFT,5.0,False,McLaren,0 days 01:05:41.470000,2022-07-31 13:06:41.848,671,11.0,False,,False,False
0 days 01:08:33.713000,RIC,3,0 days 00:01:24.910000,4.0,1.0,,,0 days 00:00:30.116000,0 days 00:00:31.071000,0 days 00:00:23.723000,0 days 01:07:38.930000,0 days 01:08:10.001000,0 days 01:08:33.724000,277.0,233.0,248.0,298.0,True,SOFT,6.0,False,McLaren,0 days 01:07:08.803000,2022-07-31 13:08:09.181,1,11.0,False,,False,True
0 days 01:09:58.940000,RIC,3,0 days 00:01:25.227000,5.0,1.0,,,0 days 00:00:30.246000,0 days 00:00:31.230000,0 days 00:00:23.751000,0 days 01:09:03.970000,0 days 01:09:35.200000,0 days 01:09:58.951000,273.0,234.0,250.0,299.0,False,SOFT,7.0,False,McLaren,0 days 01:08:33.713000,2022-07-31 13:09:34.091,1,11.0,False,,False,True
0 days 01:11:24.554000,RIC,3,0 days 00:01:25.614000,6.0,1.0,,,0 days 00:00:30.707000,0 days 00:00:31.164000,0 days 00:00:23.743000,0 days 01:10:29.658000,0 days 01:11:00.822000,0 days 01:11:24.565000,265.0,234.0,248.0,300.0,False,SOFT,8.0,False,McLaren,0 days 01:09:58.940000,2022-07-31 13:10:59.318,1,10.0,False,,False,True
0 days 01:12:49.606000,RIC,3,0 days 00:01:25.052000,7.0,1.0,,,0 days 00:00:29.890000,0 days 00:00:31.171000,0 days 00:00:23.991000,0 days 01:11:54.455000,0 days 01:12:25.626000,0 days 01:12:49.617000,275.0,230.0,241.0,295.0,False,SOFT,9.0,False,McLaren,0 days 01:11:24.554000,2022-07-31 13:12:24.932,1,10.0,False,,False,True
0 days 01:14:15.127000,RIC,3,0 days 00:01:25.521000,8.0,1.0,,,0 days 00:00:30.409000,0 days 00:00:31.080000,0 days 00:00:24.032000,0 days 01:13:20.026000,0 days 01:13:51.106000,0 days 01:14:15.138000,,227.0,241.0,281.0,False,SOFT,10.0,False,McLaren,0 days 01:12:49.606000,2022-07-31 13:13:49.984,1,10.0,False,,False,True
0 days 01:15:40.643000,RIC,3,0 days 00:01:25.516000,9.0,1.0,,,0 days 00:00:30.463000,0 days 00:00:31.026000,0 days 00:00:24.027000,0 days 01:14:45.601000,0 days 01:15:16.627000,0 days 01:15:40.654000,,230.0,241.0,282.0,False,SOFT,11.0,False,McLaren,0 days 01:14:15.127000,2022-07-31 13:15:15.505,1,10.0,False,,False,True
0 days 01:17:06.317000,RIC,3,0 days 00:01:25.674000,10.0,1.0,,,0 days 00:00:30.387000,0 days 00:00:31.321000,0 days 00:00:23.966000,0 days 01:16:11.041000,0 days 01:16:42.362000,0 days 01:17:06.328000,,232.0,243.0,279.0,False,SOFT,12.0,False,McLaren,0 days 01:15:40.643000,2022-07-31 13:16:41.021,1,10.0,False,,False,True
0 days 01:18:32.123000,RIC,3,0 days 00:01:25.806000,11.0,1.0,,,0 days 00:00:30.318000,0 days 00:00:31.315000,0 days 00:00:24.173000,0 days 01:17:36.646000,0 days 01:18:07.961000,0 days 01:18:32.134000,,229.0,242.0,281.0,False,SOFT,13.0,False,McLaren,0 days 01:17:06.317000,2022-07-31 13:18:06.695,1,10.0,False,,False,True
0 days 01:19:57.948000,RIC,3,0 days 00:01:25.825000,12.0,1.0,,,0 days 00:00:30.444000,0 days 00:00:31.294000,0 days 00:00:24.087000,0 days 01:19:02.578000,0 days 01:19:33.872000,0 days 01:19:57.959000,274.0,230.0,242.0,280.0,False,SOFT,14.0,False,McLaren,0 days 01:18:32.123000,2022-07-31 13:19:32.501,1,10.0,False,,False,True
0 days 01:21:24.384000,RIC,3,0 days 00:01:26.436000,13.0,1.0,,,0 days 00:00:30.399000,0 days 00:00:31.502000,0 days 00:00:24.535000,0 days 01:20:28.358000,0 days 01:20:59.860000,0 days 01:21:24.395000,275.0,227.0,241.0,,False,SOFT,15.0,False,McLaren,0 days 01:19:57.948000,2022-07-31 13:20:58.326,1,10.0,False,,False,True
0 days 01:22:52.191000,RIC,3,0 days 00:01:27.807000,14.0,1.0,,,0 days 00:00:30.663000,0 days 00:00:32.047000,0 days 00:00:25.097000,0 days 01:21:55.058000,0 days 01:22:27.105000,0 days 01:22:52.202000,273.0,227.0,238.0,,False,SOFT,16.0,False,McLaren,0 days 01:21:24.384000,2022-07-31 13:22:24.762,1,10.0,False,,False,True
0 days 01:24:22.420000,RIC,3,0 days 00:01:30.229000,15.0,1.0,,0 days 01:24:20.694000,0 days 00:00:30.759000,0 days 00:00:32.014000,0 days 00:00:27.456000,0 days 01:23:22.961000,0 days 01:23:54.975000,0 days 01:24:22.431000,,228.0,,277.0,False,SOFT,17.0,False,McLaren,0 days 01:22:52.191000,2022-07-31 13:23:52.569,1,11.0,False,,False,False
0 days 01:26:06.103000,RIC,3,0 days 00:01:43.683000,16.0,2.0,0 days 01:24:42.246000,,0 days 00:00:49.048000,0 days 00:00:31.038000,0 days 00:00:23.597000,0 days 01:25:11.479000,0 days 01:25:42.517000,0 days 01:26:06.114000,274.0,232.0,248.0,,False,MEDIUM,1.0,True,McLaren,0 days 01:24:22.420000,2022-07-31 13:25:22.798,1,16.0,False,,False,False
0 days 01:27:30.540000,RIC,3,0 days 00:01:24.437000,17.0,2.0,,,0 days 00:00:29.963000,0 days 00:00:30.735000,0 days 00:00:23.739000,0 days 01:26:36.077000,0 days 01:27:06.812000,0 days 01:27:30.551000,269.0,232.0,241.0,295.0,True,MEDIUM,2.0,True,McLaren,0 days 01:26:06.103000,2022-07-31 13:27:06.481,1,14.0,False,,False,True
0 days 01:28:55.069000,RIC,3,0 days 00:01:24.529000,18.0,2.0,,,0 days 00:00:30.181000,0 days 00:00:30.609000,0 days 00:00:23.739000,0 days 01:28:00.732000,0 days 01:28:31.341000,0 days 01:28:55.080000,275.0,234.0,241.0,274.0,False,MEDIUM,3.0,True,McLaren,0 days 01:27:30.540000,2022-07-31 13:28:30.918,1,14.0,False,,False,True
0 days 01:30:19.599000,RIC,3,0 days 00:01:24.530000,19.0,2.0,,,0 days 00:00:30.113000,0 days 00:00:30.665000,0 days 00:00:23.752000,0 days 01:29:25.193000,0 days 01:29:55.858000,0 days 01:30:19.610000,,234.0,243.0,276.0,False,MEDIUM,4.0,True,McLaren,0 days 01:28:55.069000,2022-07-31 13:29:55.447,1,13.0,False,,False,True
0 days 01:31:44.232000,RIC,3,0 days 00:01:24.633000,20.0,2.0,,,0 days 00:00:30.218000,0 days 00:00:30.689000,0 days 00:00:23.726000,0 days 01:30:49.828000,0 days 01:31:20.517000,0 days 01:31:44.243000,274.0,234.0,242.0,278.0,False,MEDIUM,5.0,True,McLaren,0 days 01:30:19.599000,2022-07-31 13:31:19.977,1,13.0,False,,False,True
0 days 01:33:08.682000,RIC,3,0 days 00:01:24.450000,21.0,2.0,,,0 days 00:00:30.247000,0 days 00:00:30.580000,0 days 00:00:23.623000,0 days 01:32:14.490000,0 days 01:32:45.070000,0 days 01:33:08.693000,275.0,235.0,242.0,,False,MEDIUM,6.0,True,McLaren,0 days 01:31:44.232000,2022-07-31 13:32:44.610,1,13.0,False,,False,True
0 days 01:34:33.424000,RIC,3,0 days 00:01:24.742000,22.0,2.0,,,0 days 00:00:30.131000,0 days 00:00:30.768000,0 days 00:00:23.843000,0 days 01:33:38.824000,0 days 01:34:09.592000,0 days 01:34:33.435000,278.0,235.0,250.0,279.0,False,MEDIUM,7.0,True,McLaren,0 days 01:33:08.682000,2022-07-31 13:34:09.060,1,12.0,False,,False,True
0 days 01:35:58.044000,RIC,3,0 days 00:01:24.620000,23.0,2.0,,,0 days 00:00:29.932000,0 days 00:00:30.987000,0 days 00:00:23.701000,0 days 01:35:03.367000,0 days 01:35:34.354000,0 days 01:35:58.055000,273.0,235.0,249.0,298.0,False,MEDIUM,8.0,True,McLaren,0 days 01:34:33.424000,2022-07-31 13:35:33.802,1,12.0,False,,False,True
0 days 01:37:22.792000,RIC,3,0 days 00:01:24.748000,24.0,2.0,,,0 days 00:00:30.083000,0 days 00:00:30.507000,0 days 00:00:24.158000,0 days 01:36:28.138000,0 days 01:36:58.645000,0 days 01:37:22.803000,269.0,237.0,243.0,300.0,False,MEDIUM,9.0,True,McLaren,0 days 01:35:58.044000,2022-07-31 13:36:58.422,1,10.0,False,,False,True
0 days 01:38:47.575000,RIC,3,0 days 00:01:24.783000,25.0,2.0,,,0 days 00:00:30.228000,0 days 00:00:30.692000,0 days 00:00:23.863000,0 days 01:37:53.031000,0 days 01:38:23.723000,0 days 01:38:47.586000,275.0,238.0,244.0,281.0,False,MEDIUM,10.0,True,McLaren,0 days 01:37:22.792000,2022-07-31 13:38:23.170,1,10.0,False,,False,True
0 days 01:40:12.288000,RIC,3,0 days 00:01:24.713000,26.0,2.0,,,0 days 00:00:30.184000,0 days 00:00:30.703000,0 days 00:00:23.826000,0 days 01:39:17.770000,0 days 01:39:48.473000,0 days 01:40:12.299000,276.0,233.0,242.0,,False,MEDIUM,11.0,True,McLaren,0 days 01:38:47.575000,2022-07-31 13:39:47.953,1,10.0,False,,False,True
0 days 01:41:37.112000,RIC,3,0 days 00:01:24.824000,27.0,2.0,,,0 days 00:00:30.301000,0 days 00:00:30.775000,0 days 00:00:23.748000,0 days 01:40:42.600000,0 days 01:41:13.375000,0 days 01:41:37.123000,277.0,235.0,242.0,,False,MEDIUM,12.0,True,McLaren,0 days 01:40:12.288000,2022-07-31 13:41:12.666,1,8.0,False,,False,True
0 days 01:43:01.853000,RIC,3,0 days 00:01:24.741000,28.0,2.0,,,0 days 00:00:30.177000,0 days 00:00:30.702000,0 days 00:00:23.862000,0 days 01:42:07.300000,0 days 01:42:38.002000,0 days 01:43:01.864000,275.0,235.0,243.0,277.0,False,MEDIUM,13.0,True,McLaren,0 days 01:41:37.112000,2022-07-31 13:42:37.490,1,8.0,False,,False,True
0 days 01:44:26.447000,RIC,3,0 days 00:01:24.594000,29.0,2.0,,,0 days 00:00:30.315000,0 days 00:00:30.523000,0 days 00:00:23.756000,0 days 01:43:32.179000,0 days 01:44:02.702000,0 days 01:44:26.458000,,237.0,241.0,278.0,False,MEDIUM,14.0,True,McLaren,0 days 01:43:01.853000,2022-07-31 13:44:02.231,1,8.0,False,,False,True
0 days 01:45:51.517000,RIC,3,0 days 00:01:25.070000,30.0,2.0,,,0 days 00:00:30.291000,0 days 00:00:30.759000,0 days 00:00:24.020000,0 days 01:44:56.749000,0 days 01:45:27.508000,0 days 01:45:51.528000,,232.0,241.0,276.0,False,MEDIUM,15.0,True,McLaren,0 days 01:44:26.447000,2022-07-31 13:45:26.825,1,8.0,False,,False,True
0 days 01:47:16.622000,RIC,3,0 days 00:01:25.105000,31.0,2.0,,,0 days 00:00:30.270000,0 days 00:00:30.844000,0 days 00:00:23.991000,0 days 01:46:21.798000,0 days 01:46:52.642000,0 days 01:47:16.633000,,231.0,242.0,277.0,False,MEDIUM,16.0,True,McLaren,0 days 01:45:51.517000,2022-07-31 13:46:51.895,1,8.0,False,,False,True
0 days 01:48:42.150000,RIC,3,0 days 00:01:25.528000,32.0,2.0,,,0 days 00:00:30.458000,0 days 00:00:30.950000,0 days 00:00:24.120000,0 days 01:47:47.091000,0 days 01:48:18.041000,0 days 01:48:42.161000,266.0,231.0,242.0,276.0,False,MEDIUM,17.0,True,McLaren,0 days 01:47:16.622000,2022-07-31 13:48:17.000,1,8.0,False,,False,True
0 days 01:50:07.261000,RIC,3,0 days 00:01:25.111000,33.0,2.0,,,0 days 00:00:30.373000,0 days 00:00:30.778000,0 days 00:00:23.960000,0 days 01:49:12.534000,0 days 01:49:43.312000,0 days 01:50:07.272000,269.0,236.0,243.0,275.0,False,MEDIUM,18.0,True,McLaren,0 days 01:48:42.150000,2022-07-31 13:49:42.528,1,8.0,False,,False,True
0 days 01:51:32.293000,RIC,3,0 days 00:01:25.032000,34.0,2.0,,,0 days 00:00:30.450000,0 days 00:00:30.632000,0 days 00:00:23.950000,0 days 01:50:37.722000,0 days 01:51:08.354000,0 days 01:51:32.304000,270.0,235.0,244.0,273.0,False,MEDIUM,19.0,True,McLaren,0 days 01:50:07.261000,2022-07-31 13:51:07.639,1,8.0,False,,False,True
0 days 01:52:57.406000,RIC,3,0 days 00:01:25.113000,35.0,2.0,,,0 days 00:00:30.371000,0 days 00:00:30.916000,0 days 00:00:23.826000,0 days 01:52:02.675000,0 days 01:52:33.591000,0 days 01:52:57.417000,268.0,235.0,243.0,277.0,False,MEDIUM,20.0,True,McLaren,0 days 01:51:32.293000,2022-07-31 13:52:32.671,12,8.0,False,,False,True
0 days 01:54:22.468000,RIC,3,0 days 00:01:25.062000,36.0,2.0,,,0 days 00:00:30.216000,0 days 00:00:30.844000,0 days 00:00:24.002000,0 days 01:53:27.633000,0 days 01:53:58.477000,0 days 01:54:22.479000,270.0,236.0,243.0,,False,MEDIUM,21.0,True,McLaren,0 days 01:52:57.406000,2022-07-31 13:53:57.784,1,8.0,False,,False,True
0 days 01:55:48.037000,RIC,3,0 days 00:01:25.569000,37.0,2.0,,,0 days 00:00:30.515000,0 days 00:00:31.003000,0 days 00:00:24.051000,0 days 01:54:52.994000,0 days 01:55:23.997000,0 days 01:55:48.048000,269.0,235.0,241.0,272.0,False,MEDIUM,22.0,True,McLaren,0 days 01:54:22.468000,2022-07-31 13:55:22.846,1,8.0,False,,False,True
0 days 01:57:13.630000,RIC,3,0 days 00:01:25.593000,38.0,2.0,,,0 days 00:00:30.424000,0 days 00:00:31.234000,0 days 00:00:23.935000,0 days 01:56:18.472000,0 days 01:56:49.706000,0 days 01:57:13.641000,,234.0,241.0,276.0,False,MEDIUM,23.0,True,McLaren,0 days 01:55:48.037000,2022-07-31 13:56:48.415,1,8.0,False,,False,True
0 days 01:58:39.254000,RIC,3,0 days 00:01:25.624000,39.0,2.0,,,0 days 00:00:30.383000,0 days 00:00:31.117000,0 days 00:00:24.124000,0 days 01:57:44.024000,0 days 01:58:15.141000,0 days 01:58:39.265000,267.0,235.0,244.0,278.0,False,MEDIUM,24.0,True,McLaren,0 days 01:57:13.630000,2022-07-31 13:58:14.008,1,8.0,False,,False,True
0 days 02:00:04.544000,RIC,3,0 days 00:01:25.290000,40.0,2.0,,,0 days 00:00:30.351000,0 days 00:00:30.972000,0 days 00:00:23.967000,0 days 01:59:09.616000,0 days 01:59:40.588000,0 days 02:00:04.555000,272.0,237.0,241.0,,False,MEDIUM,25.0,True,McLaren,0 days 01:58:39.254000,2022-07-31 13:59:39.632,1,8.0,False,,False,True
0 days 02:01:29.673000,RIC,3,0 days 00:01:25.129000,41.0,2.0,,,0 days 00:00:30.489000,0 days 00:00:30.806000,0 days 00:00:23.834000,0 days 02:00:35.044000,0 days 02:01:05.850000,0 days 02:01:29.684000,275.0,235.0,243.0,276.0,False,MEDIUM,26.0,True,McLaren,0 days 02:00:04.544000,2022-07-31 14:01:04.922,12,8.0,False,,False,True
0 days 02:02:54.752000,RIC,3,0 days 00:01:25.079000,42.0,2.0,,,0 days 00:00:30.354000,0 days 00:00:30.948000,0 days 00:00:23.777000,0 days 02:02:00.038000,0 days 02:02:30.986000,0 days 02:02:54.763000,,236.0,242.0,277.0,False,MEDIUM,27.0,True,McLaren,0 days 02:01:29.673000,2022-07-31 14:02:30.051,1,8.0,False,,False,True
0 days 02:04:19.913000,RIC,3,0 days 00:01:25.161000,43.0,2.0,,,0 days 00:00:30.359000,0 days 00:00:30.922000,0 days 00:00:23.880000,0 days 02:03:25.122000,0 days 02:03:56.044000,0 days 02:04:19.924000,276.0,236.0,243.0,,False,MEDIUM,28.0,True,McLaren,0 days 02:02:54.752000,2022-07-31 14:03:55.130,1,7.0,False,,False,True
0 days 02:05:44.837000,RIC,3,0 days 00:01:24.924000,44.0,2.0,,,0 days 00:00:30.217000,0 days 00:00:30.828000,0 days 00:00:23.879000,0 days 02:04:50.141000,0 days 02:05:20.969000,0 days 02:05:44.848000,274.0,237.0,243.0,281.0,False,MEDIUM,29.0,True,McLaren,0 days 02:04:19.913000,2022-07-31 14:05:20.291,1,7.0,False,,False,True
0 days 02:07:09.879000,RIC,3,0 days 00:01:25.042000,45.0,2.0,,,0 days 00:00:30.310000,0 days 00:00:30.889000,0 days 00:00:23.843000,0 days 02:06:15.158000,0 days 02:06:46.047000,0 days 02:07:09.890000,276.0,237.0,242.0,277.0,False,MEDIUM,30.0,True,McLaren,0 days 02:05:44.837000,2022-07-31 14:06:45.215,1,7.0,False,,False,True
0 days 02:08:37.639000,RIC,3,0 days 00:01:27.760000,46.0,2.0,,0 days 02:08:35.898000,0 days 00:00:30.261000,0 days 00:00:31.059000,0 days 00:00:26.440000,0 days 02:07:40.151000,0 days 02:08:11.210000,0 days 02:08:37.650000,,236.0,,279.0,False,MEDIUM,31.0,True,McLaren,0 days 02:07:09.879000,2022-07-31 14:08:10.257,1,8.0,False,,False,False
0 days 02:10:27.310000,RIC,3,0 days 00:01:49.671000,47.0,3.0,0 days 02:08:57.433000,,0 days 00:00:52.071000,0 days 00:00:33.084000,0 days 00:00:24.516000,0 days 02:09:29.721000,0 days 02:10:02.805000,0 days 02:10:27.321000,265.0,227.0,241.0,,False,HARD,1.0,True,McLaren,0 days 02:08:37.639000,2022-07-31 14:09:38.017,12,11.0,False,,False,False
0 days 02:11:55.262000,RIC,3,0 days 00:01:27.952000,48.0,3.0,,,0 days 00:00:32.175000,0 days 00:00:31.666000,0 days 00:00:24.111000,0 days 02:10:59.496000,0 days 02:11:31.162000,0 days 02:11:55.273000,275.0,233.0,245.0,271.0,False,HARD,2.0,True,McLaren,0 days 02:10:27.310000,2022-07-31 14:11:27.688,1,11.0,False,,False,True
0 days 02:13:21.673000,RIC,3,0 days 00:01:26.411000,49.0,3.0,,,0 days 00:00:30.763000,0 days 00:00:30.666000,0 days 00:00:24.982000,0 days 02:12:26.036000,0 days 02:12:56.702000,0 days 02:13:21.684000,273.0,236.0,249.0,281.0,False,HARD,3.0,True,McLaren,0 days 02:11:55.262000,2022-07-31 14:12:55.640,1,12.0,False,,False,True
0 days 02:14:46.092000,RIC,3,0 days 00:01:24.419000,50.0,3.0,,,0 days 00:00:30.424000,0 days 00:00:30.528000,0 days 00:00:23.467000,0 days 02:13:52.108000,0 days 02:14:22.636000,0 days 02:14:46.103000,281.0,240.0,245.0,294.0,True,HARD,4.0,True,McLaren,0 days 02:13:21.673000,2022-07-31 14:14:22.051,1,12.0,False,,False,True
0 days 02:16:10.915000,RIC,3,0 days 00:01:24.823000,51.0,3.0,,,0 days 00:00:30.770000,0 days 00:00:30.489000,0 days 00:00:23.564000,0 days 02:15:16.873000,0 days 02:15:47.362000,0 days 02:16:10.926000,279.0,238.0,245.0,282.0,False,HARD,5.0,True,McLaren,0 days 02:14:46.092000,2022-07-31 14:15:46.470,1,13.0,False,,False,True
